id_venta,fecha_hora,id_cliente,id_sucursal,id_canal,id_metodo_pago,monto_subtotal,monto_descuento,monto_total,numero_factura
19870,2025-04-15 09:16:52,3786,6,1,2,116278.84,0.00,116278.84,F-00019870
19871,2023-03-23 21:40:54,2442,2,1,3,143778.99,0.00,143778.99,F-00019871
19872,2024-05-28 12:21:02,4808,6,2,2,20703.73,0.00,20703.73,F-00019872
19873,2025-01-12 07:41:55,3353,2,2,1,170631.74,0.00,170631.74,F-00019873
19874,2025-06-05 18:24:44,2743,7,1,3,202581.61,0.00,202581.61,F-00019874
19875,2025-01-17 07:56:09,2900,8,1,3,20535.50,0.00,20535.50,F-00019875
19876,2025-09-06 07:06:00,1449,15,1,3,116309.54,0.00,116309.54,F-00019876
19877,2025-11-12 14:02:59,2582,14,1,2,79133.44,0.00,79133.44,F-00019877
19878,2024-11-09 12:11:14,2607,3,1,2,42991.18,0.00,42991.18,F-00019878
19879,2024-01-11 20:21:10,1207,10,1,1,173297.08,0.00,173297.08,F-00019879
19880,2023-03-13 10:40:20,,6,3,1,69453.27,0.00,69453.27,F-00019880
19881,2025-04-13 17:48:41,1169,13,1,2,79986.85,0.00,79986.85,F-00019881
19882,2024-08-31 06:25:54,3526,14,1,3,184516.56,0.00,184516.56,F-00019882
19883,2024-04-05 21:14:35,4648,9,1,1,41560.54,0.00,41560.54,F-00019883
19884,2023-11-14 09:45:22,174,7,1,1,30788.92,0.00,30788.92,F-00019884
19885,2024-08-25 13:11:18,144,1,1,1,8033.74,0.00,8033.74,F-00019885
19886,2023-11-01 19:00:26,2070,5,1,2,28896.51,0.00,28896.51,F-00019886
19887,2023-12-23 11:30:24,4006,14,1,3,157732.57,0.00,157732.57,F-00019887
19888,2025-06-13 09:47:02,614,2,1,1,21914.83,0.00,21914.83,F-00019888
19889,2025-10-14 16:04:52,4604,14,1,1,73615.37,0.00,73615.37,F-00019889
19890,2024-07-31 16:11:27,,7,3,1,241128.44,0.00,241128.44,F-00019890
19891,2024-02-20 21:59:27,,9,1,5,160277.14,0.00,160277.14,F-00019891
19892,2025-10-02 07:50:26,1042,7,1,2,120876.91,0.00,120876.91,F-00019892
19893,2023-05-16 10:57:32,1561,6,1,2,70328.67,0.00,70328.67,F-00019893
19894,2023-05-13 08:20:40,4668,7,1,2,101285.69,0.00,101285.69,F-00019894
19895,2024-04-13 08:08:24,925,6,2,3,232977.00,0.00,232977.00,F-00019895
19896,2023-08-11 16:06:16,4149,12,1,5,283223.89,0.00,283223.89,F-00019896
19897,2024-07-29 07:44:52,1931,4,1,3,112441.49,1418.64,111022.85,F-00019897
19898,2025-06-23 14:45:08,861,6,1,3,83480.51,0.00,83480.51,F-00019898
19899,2023-11-13 11:07:06,2631,3,1,1,141254.38,0.00,141254.38,F-00019899
19900,2023-03-05 15:57:34,771,6,1,5,113548.41,0.00,113548.41,F-00019900
19901,2023-05-20 08:29:53,4128,3,1,4,165409.00,0.00,165409.00,F-00019901
19902,2024-06-10 13:13:53,2707,12,3,3,15170.71,0.00,15170.71,F-00019902
19903,2024-05-07 11:17:31,2953,4,1,3,90685.36,0.00,90685.36,F-00019903
19904,2024-01-24 02:32:45,2806,9,1,3,26851.42,0.00,26851.42,F-00019904
19905,2023-08-07 09:57:14,402,2,1,1,145868.25,0.00,145868.25,F-00019905
19906,2024-11-24 12:19:59,,13,2,3,101154.53,0.00,101154.53,F-00019906
19907,2023-05-11 10:38:27,4094,13,1,3,51263.06,0.00,51263.06,F-00019907
19908,2024-09-21 05:14:21,1123,1,1,3,939.54,0.00,939.54,F-00019908
19909,2024-12-10 22:30:00,2798,11,1,1,58411.75,0.00,58411.75,F-00019909
19910,2023-12-15 10:05:11,270,5,2,4,213916.03,0.00,213916.03,F-00019910
19911,2024-07-15 14:41:01,4811,8,2,1,121028.83,0.00,121028.83,F-00019911
19912,2025-12-20 08:43:08,2593,8,1,3,113044.48,0.00,113044.48,F-00019912
19913,2025-07-21 16:53:56,1422,9,2,1,150474.49,0.00,150474.49,F-00019913
19914,2025-03-05 13:44:50,1204,2,2,5,138223.89,0.00,138223.89,F-00019914
19915,2024-02-05 00:22:50,3603,2,1,2,148433.53,0.00,148433.53,F-00019915
19916,2023-08-26 11:33:46,3890,2,1,5,63381.96,0.00,63381.96,F-00019916
19917,2023-10-29 08:17:57,4527,2,1,1,270762.56,0.00,270762.56,F-00019917
19918,2025-04-05 11:31:21,4481,15,3,4,322745.71,0.00,322745.71,F-00019918
19919,2024-02-12 11:35:29,1642,2,1,2,150544.91,6961.88,143583.03,F-00019919
19920,2023-08-07 02:14:29,,12,1,4,294184.25,0.00,294184.25,F-00019920
19921,2024-10-19 09:41:01,2943,6,1,2,204626.23,0.00,204626.23,F-00019921
19922,2024-09-06 12:22:12,,12,3,4,105738.36,0.00,105738.36,F-00019922
19923,2024-08-06 19:48:27,2760,5,1,5,148488.03,0.00,148488.03,F-00019923
19924,2023-08-15 16:14:05,,2,2,4,155852.85,0.00,155852.85,F-00019924
19925,2025-08-09 11:06:59,1065,10,2,2,36109.24,0.00,36109.24,F-00019925
19926,2024-04-20 13:45:01,,4,1,3,130123.75,0.00,130123.75,F-00019926
19927,2023-11-02 15:59:27,246,7,1,5,66471.92,6369.78,60102.14,F-00019927
19928,2024-04-01 20:02:00,4875,9,2,5,305748.90,24233.34,281515.56,F-00019928
19929,2023-01-03 10:27:38,2940,12,1,2,60494.09,0.00,60494.09,F-00019929
19930,2025-06-20 11:49:17,2977,4,1,4,25355.98,0.00,25355.98,F-00019930
19931,2025-11-07 18:17:05,181,8,3,4,258888.69,0.00,258888.69,F-00019931
19932,2025-05-17 16:17:14,2662,10,1,3,72513.96,1830.18,70683.78,F-00019932
19933,2024-03-22 13:47:58,733,6,1,1,122747.44,0.00,122747.44,F-00019933
19934,2023-12-02 19:27:31,1907,8,2,3,39931.51,0.00,39931.51,F-00019934
19935,2024-12-26 18:56:32,557,7,3,1,56312.90,0.00,56312.90,F-00019935
19936,2024-09-18 13:50:39,,13,3,2,30604.22,4040.77,26563.45,F-00019936
19937,2023-02-10 20:44:08,2344,6,1,2,17237.78,0.00,17237.78,F-00019937
19938,2024-05-24 15:33:23,1015,15,2,1,131587.24,0.00,131587.24,F-00019938
19939,2025-11-12 20:54:36,4274,9,1,1,3727.74,0.00,3727.74,F-00019939
19940,2023-09-01 16:31:15,1725,12,1,3,128678.36,0.00,128678.36,F-00019940
19941,2023-01-14 16:51:08,3858,13,2,4,120711.16,0.00,120711.16,F-00019941
19942,2024-11-05 18:47:51,2289,1,1,4,202687.61,0.00,202687.61,F-00019942
19943,2024-06-13 13:01:20,1936,5,1,2,196808.48,0.00,196808.48,F-00019943
19944,2025-10-13 18:41:11,3036,6,3,3,109102.61,0.00,109102.61,F-00019944
19945,2025-02-11 15:50:36,3588,10,1,3,115676.42,0.00,115676.42,F-00019945
19946,2023-07-15 14:41:38,,9,1,1,24524.12,0.00,24524.12,F-00019946
19947,2023-05-10 06:13:19,4259,5,2,2,134787.99,0.00,134787.99,F-00019947
19948,2023-01-11 17:19:02,79,2,1,4,42384.28,0.00,42384.28,F-00019948
19949,2024-07-12 06:59:49,4038,9,1,1,58301.16,0.00,58301.16,F-00019949
19950,2025-11-23 21:32:16,3181,10,1,3,55009.30,0.00,55009.30,F-00019950
19951,2023-04-11 14:26:00,2264,4,1,3,172770.07,0.00,172770.07,F-00019951
19952,2023-10-24 22:06:13,3600,3,1,4,78964.87,0.00,78964.87,F-00019952
19953,2023-12-04 19:21:38,2653,15,1,4,40876.64,0.00,40876.64,F-00019953
19954,2024-07-16 15:01:46,2940,3,1,3,121221.18,0.00,121221.18,F-00019954
19955,2023-04-21 10:39:16,2225,4,1,1,8323.64,0.00,8323.64,F-00019955
19956,2024-05-18 12:01:33,3198,1,1,3,60125.08,0.00,60125.08,F-00019956
19957,2023-03-20 16:34:38,1457,6,1,1,146315.77,0.00,146315.77,F-00019957
19958,2024-11-11 14:40:13,,14,1,3,96944.81,0.00,96944.81,F-00019958
19959,2024-02-07 09:18:11,2323,12,1,4,113310.86,0.00,113310.86,F-00019959
19960,2025-07-31 12:45:11,3021,12,1,2,208667.19,0.00,208667.19,F-00019960
19961,2024-06-27 13:45:04,1183,7,1,1,37219.87,0.00,37219.87,F-00019961
19962,2023-12-12 19:43:06,,3,1,4,137056.53,0.00,137056.53,F-00019962
19963,2024-12-30 07:16:13,3949,7,1,1,232717.89,0.00,232717.89,F-00019963
19964,2024-06-16 23:13:56,1283,7,1,3,31880.72,0.00,31880.72,F-00019964
19965,2024-03-25 13:27:06,929,15,1,2,205727.62,0.00,205727.62,F-00019965
19966,2023-10-11 18:00:15,1857,11,2,2,35381.82,0.00,35381.82,F-00019966
19967,2024-05-04 13:46:11,3349,6,1,2,91272.51,0.00,91272.51,F-00019967
19968,2023-08-09 18:35:31,2584,12,1,2,73228.15,0.00,73228.15,F-00019968
19969,2024-09-09 21:02:48,,6,1,5,49016.52,0.00,49016.52,F-00019969
19970,2025-03-20 08:17:19,,11,1,1,29998.64,0.00,29998.64,F-00019970
19971,2025-03-10 07:38:37,56,7,1,2,36476.96,0.00,36476.96,F-00019971
19972,2023-01-27 18:50:37,,13,1,1,130043.97,0.00,130043.97,F-00019972
19973,2025-03-08 20:52:11,3018,3,1,4,152715.90,0.00,152715.90,F-00019973
19974,2023-03-15 09:59:59,4202,15,1,1,82352.69,0.00,82352.69,F-00019974
19975,2025-12-30 10:44:00,3058,7,2,2,168972.67,0.00,168972.67,F-00019975
19976,2023-03-01 17:50:23,,15,3,3,159671.40,0.00,159671.40,F-00019976
19977,2024-10-26 18:47:33,3154,13,1,3,130186.87,0.00,130186.87,F-00019977
19978,2024-08-09 15:08:51,,10,1,2,29839.69,0.00,29839.69,F-00019978
19979,2025-05-08 17:06:31,,2,2,4,69703.32,0.00,69703.32,F-00019979
19980,2023-03-07 23:20:56,4393,12,2,2,51054.85,0.00,51054.85,F-00019980
19981,2024-05-21 10:47:30,,11,2,2,44437.40,0.00,44437.40,F-00019981
19982,2023-05-04 08:00:47,4046,9,1,2,85773.77,0.00,85773.77,F-00019982
19983,2025-01-13 17:19:11,,7,1,4,98194.02,802.70,97391.32,F-00019983
19984,2025-01-26 13:07:52,1194,12,1,2,111347.81,0.00,111347.81,F-00019984
19985,2023-05-10 22:10:22,511,8,3,2,4853.26,0.00,4853.26,F-00019985
19986,2025-01-26 14:51:29,4760,2,2,1,118198.29,0.00,118198.29,F-00019986
19987,2025-12-23 18:31:36,1619,10,1,1,142660.20,0.00,142660.20,F-00019987
19988,2024-10-07 20:12:16,,4,1,4,70091.87,0.00,70091.87,F-00019988
19989,2024-10-24 17:43:51,3942,7,1,5,13318.37,0.00,13318.37,F-00019989
19990,2024-08-21 21:34:19,3741,2,1,2,28870.13,0.00,28870.13,F-00019990
19991,2025-03-21 15:17:23,2798,9,1,4,40064.80,0.00,40064.80,F-00019991
19992,2023-09-09 14:36:41,2957,14,1,1,140103.74,0.00,140103.74,F-00019992
19993,2024-04-15 08:08:57,154,6,1,4,215140.91,0.00,215140.91,F-00019993
19994,2025-01-24 12:23:15,1304,12,1,4,27482.39,0.00,27482.39,F-00019994
19995,2024-04-02 14:39:19,2798,6,1,3,189397.08,0.00,189397.08,F-00019995
19996,2023-03-14 11:49:13,648,7,1,2,230212.88,0.00,230212.88,F-00019996
19997,2023-07-03 08:01:25,4969,12,3,2,144753.97,0.00,144753.97,F-00019997
19998,2025-11-19 11:40:34,1264,6,2,5,196885.22,0.00,196885.22,F-00019998
19999,2023-10-15 18:21:30,429,10,1,3,34689.78,0.00,34689.78,F-00019999
20000,2024-12-08 13:34:56,4049,11,1,3,86319.94,0.00,86319.94,F-00020000
20001,2025-02-16 08:51:39,2685,2,3,5,58807.48,0.00,58807.48,F-00020001
20002,2023-09-14 18:57:21,4901,9,1,3,26142.12,0.00,26142.12,F-00020002
20003,2023-09-23 13:54:21,368,9,1,1,26114.57,0.00,26114.57,F-00020003
20004,2023-10-13 14:24:44,1495,7,1,1,104666.83,0.00,104666.83,F-00020004
20005,2023-08-01 16:47:44,,9,1,3,303778.76,0.00,303778.76,F-00020005
20006,2023-12-07 17:43:17,4950,7,1,2,98898.74,1258.23,97640.51,F-00020006
20007,2023-08-30 16:54:55,,2,1,4,166096.08,0.00,166096.08,F-00020007
20008,2024-06-04 11:49:18,2492,15,1,2,59930.38,0.00,59930.38,F-00020008
20009,2024-10-11 06:29:31,2361,6,1,2,158619.43,0.00,158619.43,F-00020009
20010,2025-06-27 17:11:36,3681,15,1,3,61816.55,0.00,61816.55,F-00020010
20011,2023-01-14 18:43:22,1086,12,1,1,35559.98,0.00,35559.98,F-00020011
20012,2024-02-15 05:47:54,3028,3,1,1,40993.42,0.00,40993.42,F-00020012
20013,2025-07-29 06:52:13,4144,5,1,2,97407.06,0.00,97407.06,F-00020013
20014,2025-08-02 13:55:29,,7,1,2,76980.77,0.00,76980.77,F-00020014
20015,2024-09-03 09:08:26,878,11,2,1,216533.07,18813.09,197719.98,F-00020015
20016,2025-04-12 09:17:13,,4,2,3,204629.16,0.00,204629.16,F-00020016
20017,2024-10-13 11:27:36,,4,2,1,184694.56,436.30,184258.26,F-00020017
20018,2025-01-08 01:49:25,4207,6,1,2,19843.50,0.00,19843.50,F-00020018
20019,2024-01-29 16:14:08,,9,1,3,169059.42,0.00,169059.42,F-00020019
20020,2023-02-19 09:55:25,2251,15,1,2,49222.95,0.00,49222.95,F-00020020
20021,2025-04-23 11:18:59,4123,8,2,3,85839.31,0.00,85839.31,F-00020021
20022,2025-01-03 14:21:19,466,14,1,2,25602.92,312.74,25290.18,F-00020022
20023,2023-09-14 12:10:24,4225,15,1,1,84901.04,0.00,84901.04,F-00020023
20024,2024-08-21 18:53:57,2678,4,1,4,250797.90,0.00,250797.90,F-00020024
20025,2024-03-24 19:06:17,932,6,1,1,94714.52,0.00,94714.52,F-00020025
20026,2025-01-13 11:34:05,4688,14,1,1,218497.38,0.00,218497.38,F-00020026
20027,2025-08-22 15:11:51,,4,1,3,45463.61,0.00,45463.61,F-00020027
20028,2025-12-26 11:39:20,2839,10,1,1,83106.94,0.00,83106.94,F-00020028
20029,2024-03-12 17:24:58,4607,12,1,3,103351.67,0.00,103351.67,F-00020029
20030,2025-05-17 13:54:10,4217,15,1,1,63065.69,0.00,63065.69,F-00020030
20031,2023-07-22 20:46:15,,1,1,1,38145.47,0.00,38145.47,F-00020031
20032,2023-07-09 08:22:18,2668,11,1,2,32816.22,0.00,32816.22,F-00020032
20033,2025-02-01 11:28:54,3388,4,1,3,100565.92,0.00,100565.92,F-00020033
20034,2023-03-04 18:49:44,2208,11,1,3,142111.35,0.00,142111.35,F-00020034
20035,2024-01-14 12:38:29,,9,1,2,150658.80,0.00,150658.80,F-00020035
20036,2025-10-24 15:39:30,151,8,2,2,100688.76,7762.86,92925.90,F-00020036
20037,2023-11-30 13:25:42,4360,9,1,4,198530.33,0.00,198530.33,F-00020037
20038,2023-12-08 18:50:34,3419,2,3,2,46202.37,866.44,45335.93,F-00020038
20039,2025-11-15 15:32:59,3069,4,2,3,30882.47,0.00,30882.47,F-00020039
20040,2023-06-22 15:44:39,1345,1,1,1,142853.04,0.00,142853.04,F-00020040
20041,2023-03-18 17:48:00,3744,3,1,1,80262.91,0.00,80262.91,F-00020041
20042,2025-07-25 18:58:37,3735,3,3,1,134059.30,0.00,134059.30,F-00020042
20043,2024-09-17 12:18:13,2417,2,1,3,81910.13,0.00,81910.13,F-00020043
20044,2024-08-13 17:32:50,2467,14,3,1,172454.75,0.00,172454.75,F-00020044
20045,2024-06-10 12:45:51,921,7,1,4,15253.83,0.00,15253.83,F-00020045
20046,2024-03-05 11:07:49,2108,10,1,1,191443.36,0.00,191443.36,F-00020046
20047,2025-08-11 14:12:38,3143,11,1,2,91553.70,0.00,91553.70,F-00020047
20048,2025-07-08 14:37:16,1089,3,1,2,127699.98,17077.43,110622.55,F-00020048
20049,2025-09-28 12:18:55,666,2,2,3,9737.68,0.00,9737.68,F-00020049
20050,2024-12-06 14:31:22,,2,1,2,80143.65,0.00,80143.65,F-00020050
20051,2024-05-31 14:36:39,2259,6,1,3,115320.26,0.00,115320.26,F-00020051
20052,2024-12-25 15:35:30,4396,10,1,1,67333.14,0.00,67333.14,F-00020052
20053,2025-03-23 21:56:46,3807,12,2,3,59257.39,0.00,59257.39,F-00020053
20054,2024-03-13 11:00:55,2211,13,1,1,19068.36,0.00,19068.36,F-00020054
20055,2023-03-20 15:29:29,,1,1,3,182209.86,0.00,182209.86,F-00020055
20056,2025-06-14 10:40:20,3373,11,3,1,183696.01,0.00,183696.01,F-00020056
20057,2023-03-24 18:27:50,3800,7,1,3,3189.27,0.00,3189.27,F-00020057
20058,2025-07-06 09:44:36,3871,10,1,1,3931.30,0.00,3931.30,F-00020058
20059,2024-07-09 19:00:46,66,12,1,4,42336.81,0.00,42336.81,F-00020059
20060,2024-01-20 10:26:13,979,8,1,1,110184.19,12836.55,97347.64,F-00020060
20061,2024-11-16 16:14:15,443,10,2,2,193265.67,6635.49,186630.18,F-00020061
20062,2023-10-13 21:55:23,409,11,1,3,225135.12,0.00,225135.12,F-00020062
20063,2024-02-09 18:34:20,,15,3,2,50663.29,0.00,50663.29,F-00020063
20064,2024-12-19 11:33:20,2945,11,2,2,58978.18,0.00,58978.18,F-00020064
20065,2024-06-29 10:00:54,3501,14,1,1,78364.09,0.00,78364.09,F-00020065
20066,2025-09-02 15:43:16,866,7,1,3,91169.00,0.00,91169.00,F-00020066
20067,2025-12-15 06:14:21,4239,12,1,2,76070.40,0.00,76070.40,F-00020067
20068,2024-07-09 18:18:17,4531,13,1,1,107193.54,0.00,107193.54,F-00020068
20069,2023-09-24 07:55:20,2378,9,1,1,95184.56,0.00,95184.56,F-00020069
20070,2023-11-16 14:37:58,4192,9,1,5,238352.08,0.00,238352.08,F-00020070
20071,2024-02-21 05:13:27,4282,10,2,2,61408.03,0.00,61408.03,F-00020071
20072,2024-01-10 13:46:42,4591,6,2,3,67666.17,10026.52,57639.65,F-00020072
20073,2025-11-26 14:21:32,1185,3,1,2,206604.55,0.00,206604.55,F-00020073
20074,2024-06-12 12:44:52,,2,1,1,3406.84,0.00,3406.84,F-00020074
20075,2024-03-10 10:20:52,4297,9,2,3,33694.66,0.00,33694.66,F-00020075
20076,2024-10-29 10:17:11,1760,9,1,1,79110.12,940.11,78170.01,F-00020076
20077,2025-05-31 16:43:13,2324,13,1,3,75783.21,0.00,75783.21,F-00020077
20078,2025-12-05 20:52:58,2624,11,1,5,11707.48,0.00,11707.48,F-00020078
20079,2024-12-13 17:39:55,4311,14,1,2,322850.65,0.00,322850.65,F-00020079
20080,2024-05-08 20:52:50,325,14,1,3,167301.67,0.00,167301.67,F-00020080
20081,2025-12-19 17:08:14,2290,6,2,3,66332.68,0.00,66332.68,F-00020081
20082,2023-08-22 10:51:58,2547,15,1,1,34508.55,0.00,34508.55,F-00020082
20083,2024-09-13 14:14:12,4447,6,2,2,89356.28,0.00,89356.28,F-00020083
20084,2025-01-20 08:06:06,991,5,1,3,97795.29,0.00,97795.29,F-00020084
20085,2024-03-14 15:51:11,2554,10,3,2,18401.72,0.00,18401.72,F-00020085
20086,2023-12-02 11:10:12,3638,3,1,3,116137.47,0.00,116137.47,F-00020086
20087,2025-05-12 16:48:07,3655,5,1,2,650.12,0.00,650.12,F-00020087
20088,2025-12-15 12:05:56,1132,13,1,3,146347.73,0.00,146347.73,F-00020088
20089,2023-03-02 11:44:26,2131,2,3,1,21287.55,0.00,21287.55,F-00020089
20090,2025-06-01 18:02:43,4726,4,1,2,113646.52,0.00,113646.52,F-00020090
20091,2023-02-23 10:19:10,2668,12,1,2,86581.58,0.00,86581.58,F-00020091
20092,2023-11-12 18:32:52,2311,11,1,4,26191.32,0.00,26191.32,F-00020092
20093,2025-04-25 16:41:11,2750,6,1,1,108580.88,0.00,108580.88,F-00020093
20094,2024-06-21 00:49:30,4549,5,1,4,253033.44,0.00,253033.44,F-00020094
20095,2024-11-01 10:05:58,4114,11,1,2,113392.50,0.00,113392.50,F-00020095
20096,2023-03-09 17:12:01,4113,9,1,3,46978.51,0.00,46978.51,F-00020096
20097,2023-07-25 11:51:59,3493,15,2,4,48913.89,0.00,48913.89,F-00020097
20098,2024-01-18 07:54:07,2799,5,3,2,135581.64,0.00,135581.64,F-00020098
20099,2024-06-07 08:36:00,2739,4,3,3,32492.33,0.00,32492.33,F-00020099
20100,2023-02-07 18:41:55,2286,9,1,2,119375.52,0.00,119375.52,F-00020100
20101,2025-09-10 21:44:55,1424,1,1,2,12213.94,0.00,12213.94,F-00020101
20102,2025-09-24 08:02:10,2826,1,2,5,157704.04,0.00,157704.04,F-00020102
20103,2023-01-13 10:24:41,3250,11,1,3,8812.12,0.00,8812.12,F-00020103
20104,2023-11-07 11:00:40,,2,1,3,157215.71,0.00,157215.71,F-00020104
20105,2023-04-20 19:47:26,2399,12,1,3,242141.99,0.00,242141.99,F-00020105
20106,2023-10-16 15:20:22,2707,9,2,2,164920.67,0.00,164920.67,F-00020106
20107,2023-07-16 10:51:38,4239,15,1,1,28446.45,0.00,28446.45,F-00020107
20108,2023-03-08 17:40:44,1537,10,1,1,87564.20,0.00,87564.20,F-00020108
20109,2023-11-25 16:18:02,332,6,1,5,128376.61,0.00,128376.61,F-00020109
20110,2024-02-24 11:45:41,,13,1,2,134238.32,0.00,134238.32,F-00020110
20111,2023-03-09 17:46:22,945,15,1,5,188036.36,0.00,188036.36,F-00020111
20112,2025-04-01 17:15:31,2186,14,1,1,125506.34,0.00,125506.34,F-00020112
20113,2024-09-04 10:22:00,2435,1,1,1,16515.94,0.00,16515.94,F-00020113
20114,2025-07-11 07:05:40,3873,1,1,3,354150.27,8373.06,345777.21,F-00020114
20115,2025-09-02 13:24:05,619,10,1,4,211065.35,0.00,211065.35,F-00020115
20116,2024-02-16 22:40:48,497,12,1,2,129099.82,803.35,128296.47,F-00020116
20117,2023-06-25 07:53:19,651,3,1,1,43478.70,0.00,43478.70,F-00020117
20118,2025-10-07 01:17:24,3635,2,1,5,67684.74,0.00,67684.74,F-00020118
20119,2024-02-06 01:54:03,1306,10,1,3,205536.93,0.00,205536.93,F-00020119
20120,2025-08-03 12:56:41,1992,6,1,3,126290.14,0.00,126290.14,F-00020120
20121,2023-07-06 08:51:38,4716,3,1,4,42910.34,0.00,42910.34,F-00020121
20122,2025-01-04 07:26:49,,10,1,1,167718.62,0.00,167718.62,F-00020122
20123,2023-09-10 18:35:11,4030,13,1,3,95395.45,0.00,95395.45,F-00020123
20124,2024-11-29 10:10:34,21,7,1,4,215323.67,0.00,215323.67,F-00020124
20125,2024-09-17 12:18:18,680,4,1,1,81184.88,0.00,81184.88,F-00020125
20126,2025-07-12 09:00:47,3477,10,2,1,60346.57,0.00,60346.57,F-00020126
20127,2025-08-18 13:18:34,1204,9,1,2,97730.38,0.00,97730.38,F-00020127
20128,2023-06-02 14:51:44,4663,8,1,1,51477.69,0.00,51477.69,F-00020128
20129,2023-04-05 17:59:00,,1,2,2,98991.24,0.00,98991.24,F-00020129
20130,2023-11-06 11:22:18,3958,2,1,2,40065.87,0.00,40065.87,F-00020130
20131,2025-02-23 14:14:01,,15,1,4,19422.95,0.00,19422.95,F-00020131
20132,2024-08-17 10:50:03,3647,7,1,5,49433.92,0.00,49433.92,F-00020132
20133,2023-12-19 15:29:25,,3,3,5,37308.70,0.00,37308.70,F-00020133
20134,2023-04-13 15:33:57,344,2,1,2,186400.16,0.00,186400.16,F-00020134
20135,2024-04-08 16:31:04,1003,4,1,1,17613.35,0.00,17613.35,F-00020135
20136,2024-03-08 13:36:11,310,4,1,3,47041.48,0.00,47041.48,F-00020136
20137,2024-10-07 11:35:41,1961,2,1,4,102026.54,0.00,102026.54,F-00020137
20138,2025-06-30 13:36:36,373,2,1,1,265547.51,23815.76,241731.75,F-00020138
20139,2025-01-18 16:44:45,457,15,1,2,155005.62,0.00,155005.62,F-00020139
20140,2023-06-21 18:15:52,3698,13,1,1,49655.41,200.00,49455.41,F-00020140
20141,2023-01-03 18:50:46,171,7,1,4,205794.60,0.00,205794.60,F-00020141
20142,2025-03-14 18:37:19,3866,1,1,5,18987.34,0.00,18987.34,F-00020142
20143,2023-09-02 10:20:05,274,15,1,2,181498.64,21879.46,159619.18,F-00020143
20144,2023-10-10 21:59:56,,6,1,2,177929.57,0.00,177929.57,F-00020144
20145,2024-12-22 09:35:27,3713,7,1,4,107968.70,0.00,107968.70,F-00020145
20146,2023-11-13 17:34:07,3014,4,1,1,36362.12,2522.56,33839.56,F-00020146
20147,2023-04-22 19:00:02,2004,10,1,4,191131.99,0.00,191131.99,F-00020147
20148,2023-06-07 10:30:37,944,13,3,2,121478.97,0.00,121478.97,F-00020148
20149,2023-11-23 17:34:48,4216,4,1,3,95129.21,0.00,95129.21,F-00020149
20150,2023-04-16 12:52:00,4989,13,1,2,113048.53,0.00,113048.53,F-00020150
20151,2023-09-04 10:39:23,3773,14,1,1,197524.79,0.00,197524.79,F-00020151
20152,2024-07-29 18:49:57,578,14,1,3,34064.36,1029.76,33034.60,F-00020152
20153,2024-03-15 21:14:24,2177,8,2,3,48093.81,0.00,48093.81,F-00020153
20154,2025-05-21 20:48:32,3965,5,1,1,204856.18,0.00,204856.18,F-00020154
20155,2025-01-25 15:13:33,4201,5,2,1,113236.71,0.00,113236.71,F-00020155
20156,2024-05-25 17:23:13,2041,7,1,3,29787.90,0.00,29787.90,F-00020156
20157,2023-06-06 07:57:21,1127,3,1,2,54974.78,0.00,54974.78,F-00020157
20158,2023-03-31 14:01:00,3688,4,2,2,135183.79,0.00,135183.79,F-00020158
20159,2023-10-23 09:39:06,4613,12,1,1,91184.21,0.00,91184.21,F-00020159
20160,2025-11-27 11:22:52,3528,14,1,1,8387.15,0.00,8387.15,F-00020160
20161,2024-09-20 13:22:42,3997,7,1,5,87300.71,0.00,87300.71,F-00020161
20162,2023-02-08 07:19:27,4755,14,1,5,34224.81,0.00,34224.81,F-00020162
20163,2023-12-23 18:19:21,501,1,3,2,154544.70,0.00,154544.70,F-00020163
20164,2025-07-05 17:26:34,3840,6,1,3,13364.08,0.00,13364.08,F-00020164
20165,2023-03-25 18:22:47,1608,10,2,2,89485.35,0.00,89485.35,F-00020165
20166,2024-10-20 12:48:10,,14,2,3,184765.60,0.00,184765.60,F-00020166
20167,2025-08-17 21:58:41,2427,8,3,1,65170.64,0.00,65170.64,F-00020167
20168,2025-04-29 22:59:24,1143,5,1,1,53592.60,0.00,53592.60,F-00020168
20169,2024-06-24 07:20:18,3981,2,1,2,25927.99,0.00,25927.99,F-00020169
20170,2025-04-24 07:50:13,2406,2,1,3,139885.94,0.00,139885.94,F-00020170
20171,2024-05-31 17:35:37,1529,8,1,1,2245.92,0.00,2245.92,F-00020171
20172,2025-12-30 11:38:27,3470,9,1,3,42538.87,0.00,42538.87,F-00020172
20173,2025-05-20 12:21:13,2472,12,1,3,67247.55,0.00,67247.55,F-00020173
20174,2025-05-25 20:23:10,2404,4,2,1,130256.49,0.00,130256.49,F-00020174
20175,2025-01-16 17:21:00,1795,2,2,1,19299.63,0.00,19299.63,F-00020175
20176,2025-05-02 21:28:38,,8,1,4,99796.33,0.00,99796.33,F-00020176
20177,2025-12-07 21:19:37,2098,6,2,3,99342.00,0.00,99342.00,F-00020177
20178,2023-09-15 12:10:01,4914,13,1,2,51357.83,0.00,51357.83,F-00020178
20179,2023-05-28 17:17:40,1111,9,1,2,141715.85,0.00,141715.85,F-00020179
20180,2025-06-11 16:25:40,779,4,1,2,16357.71,0.00,16357.71,F-00020180
20181,2025-04-09 11:10:25,439,10,1,5,96965.13,0.00,96965.13,F-00020181
